fileName,startTime,endTime,fileLength,fileSize,deltaTime
s05549-3477-09-02-20-14n.hea.csv,20:14:23 02/09/3477,20:50:23 02/09/3477,37,8,1642
s05574-2888-10-28-15-20n.hea.csv,15:20:57 28/10/2888,20:37:57 28/10/2888,318,36,-833
s05574-2888-10-29-05-07n.hea.csv,05:07:57 29/10/2888,11:11:57 29/10/2888,365,40,-6
s05574-2888-10-29-13-13n.hea.csv,13:13:57 29/10/2888,15:26:57 29/10/2888,134,16,480
s05591-3486-05-19-03-02n.hea.csv,03:02:08 19/05/3486,03:06:08 19/05/3486,5,4,-765
s05591-3486-05-19-16-38n.hea.csv,16:38:08 19/05/3486,11:55:08 20/05/3486,1158,128,51
s05606-2566-07-16-13-15n.hea.csv,13:15:16 16/07/2566,11:35:16 19/07/2566,4221,720,119
s05606-2566-07-19-12-06n.hea.csv,12:06:35 19/07/2566,15:48:35 22/07/2566,4543,704,4370
s05606-2566-07-20-11-32n.hea.csv,11:32:01 20/07/2566,12:10:01 20/07/2566,39,4,5776
s05637-2930-08-27-18-51n.hea.csv,18:51:24 27/08/2930,18:51:24 27/08/2930,1,4,-29
s05637-2930-08-27-22-33n.hea.csv,22:33:24 27/08/2930,01:22:24 29/08/2930,1610,276,193
s05642-2863-11-01-23-17n.hea.csv,23:17:23 01/11/2863,17:10:23 04/11/2863,3954,440,52
s05642-2863-11-04-18-22n.hea.csv,18:22:23 04/11/2863,18:29:23 06/11/2863,2888,332,4077
s05686-3150-07-07-15-46n.hea.csv,15:46:57 07/07/3150,23:46:57 09/07/3150,3361,396,197
s05701-3150-01-03-19-59n.hea.csv,19:59:01 03/01/3150,20:02:01 03/01/3150,4,4,-324
s05701-3150-01-04-04-48n.hea.csv,04:48:01 04/01/3150,04:29:01 05/01/3150,1422,144,205
s05710-3175-06-10-23-37n.hea.csv,23:37:43 10/06/3175,10:51:43 12/06/3175,2115,376,55
s05710-3175-06-12-12-34n.hea.csv,12:34:43 12/06/3175,14:56:43 16/06/3175,5903,1040,2272
s05714-3416-12-04-06-52n.hea.csv,06:52:42 04/12/3416,01:30:42 05/12/3416,1119,124,179
s05714-3416-12-05-03-25n.hea.csv,03:25:42 05/12/3416,06:47:42 05/12/3416,203,24,1412
s05738-3452-07-19-17-58n.hea.csv,17:58:00 19/07/3452,09:09:00 20/07/3452,912,140,281
s05748-3004-08-10-11-24n.hea.csv,11:24:00 10/08/3004,17:45:00 13/08/3004,4702,588,6257
s05748-3004-08-13-19-11n.hea.csv,19:11:00 13/08/3004,19:08:00 15/08/3004,2878,360,11044
s05748-3004-08-15-21-40n.hea.csv,21:40:00 15/08/3004,11:14:00 16/08/3004,815,104,14073
s05784-2558-09-23-14-10n.hea.csv,14:10:48 23/09/2558,15:21:48 23/09/2558,72,12,1019
s05784-2558-09-23-16-51n.hea.csv,16:51:48 23/09/2558,10:29:48 26/09/2558,3939,616,1180
s05786-2825-09-20-11-22n.hea.csv,11:22:31 20/09/2825,21:08:31 20/09/2825,587,96,-1980
s05786-2825-09-21-01-12n.hea.csv,01:12:31 21/09/2825,20:13:31 21/09/2825,1142,176,-1150
s05786-2825-09-21-21-40n.hea.csv,21:40:31 21/09/2825,12:10:31 22/09/2825,871,140,78
s05786-2825-09-22-17-56n.hea.csv,17:56:31 22/09/2825,08:15:31 26/09/2825,5180,812,1294
s05818-2800-04-18-10-43n.hea.csv,10:43:36 18/04/2800,13:57:36 24/04/2800,8835,976,6771
s05832-2874-11-27-04-41n.hea.csv,04:41:04 27/11/2874,22:43:04 29/11/2874,3963,492,117176
s05847-2861-02-08-10-42n.hea.csv,10:42:47 08/02/2861,08:46:47 10/02/2861,2765,464,8498
s05871-3188-07-09-09-38n.hea.csv,09:38:30 09/07/3188,12:59:30 10/07/3188,1642,188,16871
s05871-3188-07-10-14-53n.hea.csv,14:53:30 10/07/3188,15:10:30 10/07/3188,18,4,18626
s05879-2928-03-22-16-08n.hea.csv,16:08:10 22/03/2928,12:33:10 24/03/2928,2666,440,140
s05908-2606-11-13-13-14n.hea.csv,13:14:28 13/11/2606,09:40:28 14/11/2606,1227,140,8872
s05911-3280-08-16-11-25n.hea.csv,11:25:00 16/08/3280,20:27:00 16/08/3280,543,68,1301
s05933-3391-04-08-10-29n.hea.csv,10:29:18 08/04/3391,23:52:18 12/04/3391,6564,816,56
s05960-3259-08-08-11-21n.hea.csv,11:21:26 08/08/3259,13:13:26 08/08/3259,113,20,113
s05960-3259-08-08-14-42n.hea.csv,14:42:26 08/08/3259,16:08:26 12/08/3259,5847,920,314
s05960-3259-08-15-14-34n.hea.csv,14:34:10 15/08/3259,20:48:10 21/08/3259,9015,1504,10386
s05995-3498-11-04-17-05n.hea.csv,17:05:00 04/11/3498,11:35:00 08/11/3498,5431,600,4069
s06010-3447-11-08-15-10n.hea.csv,15:10:28 08/11/3447,15:10:28 08/11/3447,1,4,-36
s06010-3447-11-08-17-22n.hea.csv,17:22:28 08/11/3447,17:48:28 11/11/3447,4347,696,96
s06010-3447-11-11-23-34n.hea.csv,23:34:28 11/11/3447,23:57:28 11/11/3447,24,4,4788
s06017-2634-11-27-12-35n.hea.csv,12:35:37 27/11/2634,19:07:37 01/12/2634,6153,964,7276
s06042-2828-10-13-18-23n.hea.csv,18:23:23 13/10/2828,16:53:23 20/10/2828,9991,1120,271
s06042-2828-10-20-18-01n.hea.csv,18:01:23 20/10/2828,16:09:23 24/10/2828,5649,636,10329
s06042-2828-10-27-14-34n.hea.csv,14:34:46 27/10/2828,13:23:46 01/11/2828,7130,1188,20202
s06042-2828-11-01-18-03n.hea.csv,18:03:46 01/11/2828,21:23:46 05/11/2828,5961,1008,27611
s06042-2828-11-05-23-17n.hea.csv,23:17:46 05/11/2828,01:23:46 06/11/2828,127,24,33685
s06053-2896-08-29-19-28n.hea.csv,19:28:23 29/08/2896,10:30:23 04/09/2896,8103,1008,103
s06053-2896-09-04-10-38n.hea.csv,10:38:56 04/09/2896,20:13:56 04/09/2896,576,72,8213
s06107-2766-03-29-20-37n.hea.csv,20:37:15 29/03/2766,19:40:15 03/04/2766,7144,1112,0
s06145-3225-07-11-20-12n.hea.csv,20:12:40 11/07/3225,11:48:40 12/07/3225,937,104,67
s06145-3225-07-12-12-50n.hea.csv,12:50:40 12/07/3225,13:25:40 14/07/3225,2916,328,1065
s06145-3225-07-14-15-42n.hea.csv,15:42:40 14/07/3225,15:59:40 14/07/3225,18,4,4117
s06145-3225-07-16-13-19n.hea.csv,13:19:57 16/07/3225,12:59:57 20/07/3225,5741,700,6854
s06145-3225-07-20-14-20n.hea.csv,14:20:57 20/07/3225,14:27:57 22/07/3225,2888,348,12675
s06145-3225-07-22-17-38n.hea.csv,17:38:57 22/07/3225,01:30:57 03/08/3225,16313,1956,15753
s06145-3225-08-30-21-30n.hea.csv,21:30:26 30/08/3225,08:16:26 04/09/3225,6407,732,72145
s06145-3225-09-04-10-02n.hea.csv,10:02:26 04/09/3225,20:01:26 09/09/3225,7800,852,78657
s06145-3225-09-25-14-44n.hea.csv,14:44:32 25/09/3225,15:18:32 26/09/3225,1475,196,109179
s06145-3225-09-26-16-20n.hea.csv,16:20:32 26/09/3225,15:24:32 30/09/3225,5705,748,110715
s06145-3225-09-30-20-52n.hea.csv,20:52:32 30/09/3225,22:22:32 30/09/3225,91,16,116747
s06180-3240-12-16-19-33n.hea.csv,19:33:35 16/12/3240,20:34:35 18/12/3240,2942,328,73
s06194-2578-09-11-11-27n.hea.csv,11:27:00 11/09/2578,16:13:00 11/09/2578,287,32,1987
s06202-3068-08-11-08-59n.hea.csv,08:59:00 11/08/3068,10:19:00 13/08/3068,2961,504,119277
s06202-3068-08-13-15-42n.hea.csv,15:42:00 13/08/3068,14:42:00 14/08/3068,1381,232,122560
s06204-3443-09-17-20-04n.hea.csv,20:04:17 17/09/3443,20:04:17 17/09/3443,1,4,9012
s06204-3443-09-18-03-23n.hea.csv,03:23:17 18/09/3443,16:19:17 21/09/3443,5097,576,9451
s06204-3443-09-21-18-07n.hea.csv,18:07:17 21/09/3443,11:49:17 26/09/3443,6823,768,14655
s06206-2591-11-14-13-34n.hea.csv,13:34:06 14/11/2591,14:22:06 14/11/2591,49,8,494176
s06206-2591-11-14-16-36n.hea.csv,16:36:06 14/11/2591,10:35:06 15/11/2591,1080,120,494358
s06206-2591-11-15-11-47n.hea.csv,11:47:06 15/11/2591,13:56:06 16/11/2591,1570,172,495509
s06206-2591-11-16-15-26n.hea.csv,15:26:06 16/11/2591,14:37:06 17/11/2591,1392,160,497168
s06214-3333-06-10-16-26n.hea.csv,16:26:37 10/06/3333,21:06:37 10/06/3333,281,32,2866
s06233-2970-07-27-18-53n.hea.csv,18:53:56 27/07/2970,23:57:56 27/07/2970,305,36,147
s06233-2970-07-28-01-09n.hea.csv,01:09:56 28/07/2970,18:41:56 31/07/2970,5373,608,523
s06254-3289-08-31-18-51n.hea.csv,18:51:02 31/08/3289,20:46:02 03/09/3289,4436,544,1726
s06256-2935-10-16-15-35n.hea.csv,15:35:45 16/10/2935,15:47:45 16/10/2935,13,4,-2434
s06256-2935-10-18-08-13n.hea.csv,08:13:45 18/10/2935,14:33:45 21/10/2935,4701,668,4
s06294-3246-10-12-11-27n.hea.csv,11:27:00 12/10/3246,17:26:00 12/10/3246,360,40,15210
s06323-2982-10-28-13-00n.hea.csv,13:00:51 28/10/2982,11:07:51 29/10/2982,1328,224,179
s06335-2789-08-21-11-24n.hea.csv,11:24:00 21/08/2789,09:43:00 25/08/2789,5660,928,171
s06338-2840-03-22-11-12n.hea.csv,11:12:18 22/03/2840,12:48:18 22/03/2840,97,16,112
s06338-2840-03-22-17-35n.hea.csv,17:35:02 22/03/2840,15:51:02 26/03/2840,5657,944,495
s06349-3388-07-16-12-24n.hea.csv,12:24:30 16/07/3388,14:45:30 18/07/3388,3022,512,69503
s06349-3388-07-18-16-50n.hea.csv,16:50:30 18/07/3388,12:22:30 21/07/3388,4053,680,72649
s06349-3388-07-21-16-53n.hea.csv,16:53:30 21/07/3388,16:09:30 28/07/3388,10037,1664,76972
s06358-2978-03-19-12-02n.hea.csv,12:02:29 19/03/2978,13:39:29 23/03/2978,5858,976,58136
s06365-2766-07-22-12-58n.hea.csv,12:58:00 22/07/2766,10:20:00 02/08/2766,15683,1948,1578494
s06365-2766-08-19-11-23n.hea.csv,11:23:00 19/08/2766,11:13:00 25/08/2766,8631,856,1618719
s06382-3288-03-16-12-00n.hea.csv,12:00:28 16/03/3288,23:25:28 17/03/3288,2126,264,-16
s06382-3288-03-17-23-51n.hea.csv,23:51:19 17/03/3288,10:30:19 18/03/3288,640,80,2135
s06382-3288-03-22-09-04n.hea.csv,09:04:19 22/03/3288,10:52:19 29/03/3288,10189,1272,8448
s06407-2683-04-26-16-43n.hea.csv,16:43:09 26/04/2683,16:58:09 26/04/2683,16,4,-1021
s06407-2683-04-27-12-46n.hea.csv,12:46:09 27/04/2683,11:31:09 30/04/2683,4246,556,182
s06407-2683-04-30-16-33n.hea.csv,16:33:09 30/04/2683,16:37:09 30/04/2683,5,4,4729
s06411-2559-10-08-20-24n.hea.csv,20:24:00 08/10/2559,14:02:00 10/10/2559,2499,284,89
s06411-2559-10-10-16-03n.hea.csv,16:03:00 10/10/2559,16:48:00 11/10/2559,1486,164,2708
s06455-2755-10-06-21-57n.hea.csv,21:57:40 06/10/2755,22:10:40 07/10/2755,1454,164,101
s06464-3072-04-20-15-45n.hea.csv,15:45:31 20/04/3072,13:12:31 30/04/3072,14248,2540,253811
s06470-3374-10-08-18-54n.hea.csv,18:54:04 08/10/3374,20:01:04 11/10/3374,4388,688,961864
s06470-3374-11-02-09-59n.hea.csv,09:59:23 02/11/3374,08:15:23 04/11/3374,2777,424,997329
s06478-2942-05-25-14-05n.hea.csv,14:05:06 25/05/2942,10:23:06 28/05/2942,4099,672,187
s06519-3223-11-04-01-48n.hea.csv,01:48:00 04/11/3223,19:58:00 10/11/3223,9731,1748,40
s06522-2876-02-06-03-46n.hea.csv,03:46:25 06/02/2876,20:55:25 08/02/2876,3910,484,158
s06535-2997-10-27-14-58n.hea.csv,14:58:16 27/10/2997,14:10:16 01/11/2997,7153,1292,1065
s06553-2650-10-25-09-06n.hea.csv,09:06:00 25/10/2650,12:01:00 25/10/2650,176,32,157
s06553-2650-10-25-13-55n.hea.csv,13:55:00 25/10/2650,19:59:00 25/10/2650,365,68,446
s06555-2617-08-12-08-33n.hea.csv,08:33:07 12/08/2617,11:46:07 13/08/2617,1634,180,-12097
s06555-2617-08-13-14-45n.hea.csv,14:45:07 13/08/2617,14:22:07 15/08/2617,2858,324,-10285
s06555-2617-08-15-16-16n.hea.csv,16:16:07 15/08/2617,15:33:07 20/08/2617,7158,792,-7314
s06555-2617-08-20-18-48n.hea.csv,18:48:07 20/08/2617,12:15:07 21/08/2617,1048,116,38
s06555-2617-08-21-14-49n.hea.csv,14:49:07 21/08/2617,14:53:07 22/08/2617,1445,160,1239
s06561-2572-01-29-14-02n.hea.csv,14:02:04 29/01/2572,15:13:04 31/01/2572,2952,436,57
s06561-2572-01-31-20-45n.hea.csv,20:45:00 31/01/2572,18:29:00 01/02/2572,1305,224,3340
s06561-2572-02-01-19-37n.hea.csv,19:37:00 01/02/2572,04:29:00 06/02/2572,6293,1068,4712
s06566-2524-08-18-13-01n.hea.csv,13:01:00 18/08/2524,08:59:00 22/08/2524,5519,672,64945
s06566-2524-08-22-10-13n.hea.csv,10:13:00 22/08/2524,16:20:00 22/08/2524,368,44,70537
s06566-2524-08-22-17-52n.hea.csv,17:52:00 22/08/2524,18:27:00 22/08/2524,36,8,70996
s06601-2803-08-22-11-26n.hea.csv,11:26:00 22/08/2803,19:07:00 24/08/2803,3342,404,18303
s06607-2640-08-20-12-25n.hea.csv,12:25:33 20/08/2640,17:13:33 21/08/2640,1729,276,235
s06621-2523-10-04-13-10n.hea.csv,13:10:27 04/10/2523,12:44:27 07/10/2523,4295,720,170
s06636-3344-10-27-13-41n.hea.csv,13:41:07 27/10/3344,11:11:07 29/10/3344,2731,312,25742
s06636-3344-10-29-16-49n.hea.csv,16:49:07 29/10/3344,17:57:07 29/10/3344,69,8,28810
s06637-2564-10-12-17-10n.hea.csv,17:10:00 12/10/2564,17:25:00 14/10/2564,2896,344,7536
s06637-2564-10-14-17-42n.hea.csv,17:42:00 14/10/2564,20:00:00 19/10/2564,7339,952,10448
s06659-3126-04-27-00-10n.hea.csv,00:10:56 27/04/3126,07:13:56 27/04/3126,424,72,43061
s06659-3126-04-27-11-59n.hea.csv,11:59:56 27/04/3126,06:31:56 03/05/3126,8313,1400,43770
s06659-3126-05-03-07-39n.hea.csv,07:39:53 03/05/3126,11:58:53 03/05/3126,260,28,52150
s06667-3231-03-28-15-15n.hea.csv,15:15:02 28/03/3231,16:36:02 28/03/3231,82,12,-45
s06667-3231-03-28-19-08n.hea.csv,19:08:02 28/03/3231,07:24:02 30/03/3231,2177,232,188
s06667-3231-03-30-20-32n.hea.csv,20:32:05 30/03/3231,09:59:05 01/04/3231,2248,372,3152
s06667-3231-04-10-18-21n.hea.csv,18:21:46 10/04/3231,14:21:46 21/04/3231,15601,1736,18861
s06673-3460-04-17-04-38n.hea.csv,04:38:28 17/04/3460,14:11:28 17/04/3460,574,88,62
s06688-2899-06-17-13-17n.hea.csv,13:17:12 17/06/2899,15:16:12 18/06/2899,1560,156,1622
s06707-3096-07-03-19-46n.hea.csv,19:46:41 03/07/3096,23:45:41 05/07/3096,3120,340,45
s06804-3316-04-03-18-58n.hea.csv,18:58:38 03/04/3316,11:11:38 05/04/3316,2414,272,61
s06804-3316-04-05-12-33n.hea.csv,12:33:57 05/04/3316,13:04:57 08/04/3316,4352,544,2556
s06804-3316-04-08-14-08n.hea.csv,14:08:57 08/04/3316,09:48:57 09/04/3316,1181,148,6971
s06804-3316-04-09-11-51n.hea.csv,11:51:57 09/04/3316,09:43:57 14/04/3316,7073,876,8274
s06804-3316-04-14-11-43n.hea.csv,11:43:57 14/04/3316,14:06:57 14/04/3316,144,20,15466
s06809-2526-11-27-16-46n.hea.csv,16:46:44 27/11/2526,17:45:44 28/11/2526,1500,164,61876
s06809-2526-11-29-01-08n.hea.csv,01:08:44 29/11/2526,01:23:44 29/11/2526,16,4,63818
s06809-2526-12-01-12-02n.hea.csv,12:02:44 01/12/2526,09:54:44 03/12/2526,2753,300,67352
s06809-2526-12-03-15-37n.hea.csv,15:37:44 03/12/2526,17:37:44 03/12/2526,121,16,70447
s06841-3488-04-22-17-22n.hea.csv,17:22:52 22/04/3488,07:12:52 03/05/3488,15231,2532,109
s06869-3308-08-31-13-00n.hea.csv,13:00:00 31/08/3308,18:17:00 01/09/3308,1758,192,-2315
s06869-3308-09-02-05-23n.hea.csv,05:23:00 02/09/3308,16:06:00 02/09/3308,644,72,108
s06889-3366-12-16-15-57n.hea.csv,15:57:25 16/12/3366,10:38:25 22/12/3366,8322,1292,8922
s06889-3366-12-22-11-42n.hea.csv,11:42:25 22/12/3366,15:10:25 29/12/3366,10289,1620,17307
s06889-3366-12-29-16-17n.hea.csv,16:17:25 29/12/3366,14:39:25 31/12/3366,2783,436,27662
s06889-3366-12-31-15-59n.hea.csv,15:59:25 31/12/3366,11:14:25 02/01/3367,2596,404,30524
s06892-2918-12-02-22-04n.hea.csv,22:04:00 02/12/2918,20:44:00 06/12/2918,5681,960,102
s06892-2918-12-07-17-57n.hea.csv,17:57:00 07/12/2918,17:57:00 07/12/2918,1,4,7055
s06892-2918-12-07-19-52n.hea.csv,19:52:00 07/12/2918,09:52:00 08/12/2918,841,136,7170
s06933-3355-11-21-05-35n.hea.csv,05:35:05 21/11/3355,15:47:05 21/11/3355,613,76,-1053
s06933-3355-11-21-22-58n.hea.csv,22:58:05 21/11/3355,10:37:05 25/11/3355,5020,628,-10
s06933-3355-11-25-13-31n.hea.csv,13:31:05 25/11/3355,21:22:05 29/11/3355,6232,772,5183
s06944-2548-12-17-16-00n.hea.csv,16:00:44 17/12/2548,11:17:44 27/12/2548,14118,2212,6519
s06944-2548-12-27-14-21n.hea.csv,14:21:44 27/12/2548,13:50:44 29/12/2548,2850,448,20820
s06944-2548-12-29-16-42n.hea.csv,16:42:44 29/12/2548,15:27:44 03/01/2549,7126,1108,23841
s06953-3303-06-12-15-28n.hea.csv,15:28:39 12/06/3303,17:06:39 12/06/3303,99,16,-90
s06953-3303-06-12-20-36n.hea.csv,20:36:39 12/06/3303,19:36:39 14/06/3303,2821,340,218
s06967-2771-08-27-13-17n.hea.csv,13:17:55 27/08/2771,20:01:55 31/08/2771,6165,1076,80
s06981-3066-08-06-16-03n.hea.csv,16:03:55 06/08/3066,22:01:55 08/08/3066,3239,284,54
s06983-3369-06-21-22-06n.hea.csv,22:06:41 21/06/3369,15:57:41 25/06/3369,5392,592,55
s06988-3094-11-08-18-15n.hea.csv,18:15:21 08/11/3094,07:09:21 09/11/3094,775,92,39393
s06988-3094-11-09-10-07n.hea.csv,10:07:21 09/11/3094,17:15:21 12/11/3094,4749,520,40345
s07051-3327-11-07-02-51n.hea.csv,02:51:23 07/11/3327,13:55:23 20/11/3327,19385,2152,-1813
s07125-3030-09-19-20-33n.hea.csv,20:33:00 19/09/3030,15:50:00 22/09/3030,4038,504,44704
s07125-3030-09-22-16-58n.hea.csv,16:58:00 22/09/3030,18:31:00 23/09/3030,1534,192,48809
s07125-3030-09-23-18-43n.hea.csv,18:43:00 23/09/3030,12:27:00 24/09/3030,1065,136,50354
s07125-3030-09-24-13-56n.hea.csv,13:56:00 24/09/3030,09:19:00 28/09/3030,5484,688,51507
s07136-3326-09-19-16-41n.hea.csv,16:41:53 19/09/3326,15:27:53 20/09/3326,1367,156,194
s07172-3254-09-11-21-45n.hea.csv,21:45:26 11/09/3254,12:38:26 14/09/3254,3774,428,102
s07172-3254-09-14-19-57n.hea.csv,19:57:26 14/09/3254,15:43:26 16/09/3254,2627,296,4314
s07172-3254-09-16-16-53n.hea.csv,16:53:26 16/09/3254,07:44:26 17/09/3254,892,104,7010
s07172-3254-09-17-08-48n.hea.csv,08:48:26 17/09/3254,14:11:26 17/09/3254,324,40,7965
s07183-3202-04-08-11-18n.hea.csv,11:18:40 08/04/3202,16:27:40 11/04/3202,4630,580,606
s07183-3202-04-11-17-29n.hea.csv,17:29:40 11/04/3202,07:35:40 12/04/3202,847,108,5297
s07212-3206-10-12-10-48n.hea.csv,10:48:00 12/10/3206,10:27:00 18/10/3206,8620,1444,13
s07213-2893-12-24-12-10n.hea.csv,12:10:39 24/12/2893,15:37:39 25/12/2893,1648,280,47
s07217-2731-02-27-20-34n.hea.csv,20:34:06 27/02/2731,21:57:06 27/02/2731,84,12,-1
s07217-2731-02-28-00-07n.hea.csv,00:07:06 28/02/2731,22:08:06 28/02/2731,1322,152,212
s07224-3201-11-27-16-40n.hea.csv,16:40:43 27/11/3201,11:08:43 30/11/3201,3989,712,2
s07224-3201-11-30-13-43n.hea.csv,13:43:43 30/11/3201,20:11:43 30/11/3201,389,72,4145
s07224-3201-11-30-20-26n.hea.csv,20:26:10 30/11/3201,09:39:10 06/12/3201,7994,856,4548
s07225-3387-10-24-15-02n.hea.csv,15:02:06 24/10/3387,11:06:06 25/10/3387,1205,204,128
s07225-3387-10-26-08-09n.hea.csv,08:09:23 26/10/3387,15:27:23 26/10/3387,439,52,2595
s07262-3486-04-11-15-06n.hea.csv,15:06:29 11/04/3486,17:53:29 13/04/3486,3048,460,-5497
s07262-3486-04-13-19-01n.hea.csv,19:01:29 13/04/3486,10:32:29 15/04/3486,2372,356,-2382
s07262-3486-04-15-12-05n.hea.csv,12:05:29 15/04/3486,14:42:29 15/04/3486,158,28,82
s07263-2649-12-04-15-58n.hea.csv,15:58:17 04/12/2649,12:30:17 05/12/2649,1233,112,1473
s07289-2599-03-07-12-55n.hea.csv,12:55:25 07/03/2599,07:47:25 08/03/2599,1133,164,644832
s07289-2599-03-08-10-03n.hea.csv,10:03:25 08/03/2599,16:42:25 08/03/2599,400,60,646100
s07297-3300-08-25-00-32n.hea.csv,00:32:22 25/08/3300,00:32:22 25/08/3300,1,4,-600
s07297-3300-08-25-11-29n.hea.csv,11:29:22 25/08/3300,17:22:22 27/08/3300,3234,356,57
s07347-3334-11-06-00-00n.hea.csv,00:00:03 06/11/3334,12:24:03 06/11/3334,745,84,57
s07347-3334-11-06-14-56n.hea.csv,14:56:03 06/11/3334,21:36:03 08/11/3334,3281,356,953
s07360-3271-07-02-11-58n.hea.csv,11:58:28 02/07/3271,12:04:28 02/07/3271,7,4,-1926
s07360-3271-07-03-21-21n.hea.csv,21:21:28 03/07/3271,12:11:28 04/07/3271,891,100,77
s07360-3271-07-04-14-46n.hea.csv,14:46:28 04/07/3271,15:20:28 04/07/3271,35,8,1122
s07381-3335-10-05-21-53n.hea.csv,21:53:03 05/10/3335,14:50:03 07/10/3335,2458,332,56
s07381-3335-10-07-16-43n.hea.csv,16:43:03 07/10/3335,12:53:03 12/10/3335,6971,944,2626
s07381-3335-10-12-15-16n.hea.csv,15:16:03 12/10/3335,13:00:03 14/10/3335,2745,372,9739
s07381-3335-10-14-15-37n.hea.csv,15:37:03 14/10/3335,11:19:03 20/10/3335,8383,1116,12640
s07410-3102-08-19-15-05n.hea.csv,15:05:02 19/08/3102,20:17:02 19/08/3102,313,52,383
s07427-3101-05-13-02-00n.hea.csv,02:00:39 13/05/3101,12:30:39 13/05/3101,631,80,-807
s07427-3101-05-13-18-10n.hea.csv,18:10:39 13/05/3101,15:22:39 14/05/3101,1273,160,163
s07427-3101-05-14-16-37n.hea.csv,16:37:39 14/05/3101,18:21:39 17/05/3101,4425,556,1510
s07442-3283-10-05-13-20n.hea.csv,13:20:39 05/10/3283,09:49:39 07/10/3283,2670,452,124
s07448-2849-05-06-08-59n.hea.csv,08:59:43 06/05/2849,18:09:43 06/05/2849,551,88,60
s07468-3441-07-30-18-20n.hea.csv,18:20:38 30/07/3441,12:29:38 31/07/3441,1090,120,46
s07468-3441-07-31-13-50n.hea.csv,13:50:38 31/07/3441,20:01:38 03/08/3441,4692,504,1216
s07470-3004-01-02-00-32n.hea.csv,00:32:01 02/01/3004,13:41:01 03/01/3004,2230,276,-31
s07470-3004-01-03-14-59n.hea.csv,14:59:01 03/01/3004,22:31:01 07/01/3004,6213,772,2276
s07478-2804-04-01-18-23n.hea.csv,18:23:36 01/04/2804,13:20:36 07/04/2804,8338,952,121099
s07478-2804-04-07-15-33n.hea.csv,15:33:36 07/04/2804,13:28:36 15/04/2804,11396,1292,129569
s07478-2805-03-29-10-43n.hea.csv,10:43:41 29/03/2805,20:12:41 04/04/2805,9210,1156,641919
s07478-2805-04-14-16-04n.hea.csv,16:04:23 14/04/2805,22:21:23 26/04/2805,17658,1904,665280
s07479-3204-10-21-13-16n.hea.csv,13:16:08 21/10/3204,20:18:08 22/10/3204,1863,204,9556
s07479-3204-10-22-23-49n.hea.csv,23:49:08 22/10/3204,01:14:08 23/10/3204,86,12,11629
s07482-2755-04-13-12-42n.hea.csv,12:42:04 13/04/2755,10:25:04 14/04/2755,1304,216,89588
s07482-2755-04-14-10-43n.hea.csv,10:43:19 14/04/2755,14:38:19 15/04/2755,1676,252,90909
s07487-2623-12-11-12-35n.hea.csv,12:35:28 11/12/2623,17:47:28 15/12/2623,6073,688,785736
s07487-2623-12-15-20-33n.hea.csv,20:33:28 15/12/2623,19:04:28 17/12/2623,2792,316,791974
s07487-2623-12-18-01-07n.hea.csv,01:07:28 18/12/2623,16:09:28 18/12/2623,903,100,795128
s07492-3175-12-16-02-21n.hea.csv,02:21:48 16/12/3175,04:27:48 18/12/3175,3007,320,5461
s07492-3175-12-18-14-04n.hea.csv,14:04:41 18/12/3175,05:21:41 19/12/3175,918,100,9044
s07519-3191-10-23-01-13n.hea.csv,01:13:15 23/10/3191,19:11:15 31/10/3191,12599,1420,-7
s07519-3191-11-01-04-48n.hea.csv,04:48:15 01/11/3191,05:32:15 01/11/3191,45,8,13168
s07521-3192-11-26-02-05n.hea.csv,02:05:10 26/11/3192,12:42:10 27/11/3192,2078,232,-9
s07542-3171-02-03-16-53n.hea.csv,16:53:57 03/02/3171,18:09:57 04/02/3171,1517,224,-91
s07567-3009-10-23-14-34n.hea.csv,14:34:11 23/10/3009,12:19:11 25/10/3009,2746,460,272
s07567-3009-10-25-13-38n.hea.csv,13:38:11 25/10/3009,13:39:11 25/10/3009,2,4,3096
s07612-3227-03-26-15-56n.hea.csv,15:56:51 26/03/3227,18:21:51 27/03/3227,1586,288,857882
s07632-2729-08-20-20-37n.hea.csv,20:37:00 20/08/2729,13:30:00 21/08/2729,1014,128,59
s07632-2729-08-21-14-35n.hea.csv,14:35:00 21/08/2729,09:31:00 22/08/2729,1137,144,1137
s07632-2729-08-22-08-33n.hea.csv,08:33:00 22/08/2729,09:32:00 22/08/2729,60,8,2215
s07651-2980-10-20-15-57n.hea.csv,15:57:17 20/10/2980,17:26:17 23/10/2980,4410,568,-5
s07655-2626-10-12-22-17n.hea.csv,22:17:52 12/10/2626,13:46:52 13/10/2626,930,96,16075
s07655-2626-10-13-15-47n.hea.csv,15:47:52 13/10/2626,16:08:52 24/10/2626,15862,1612,17125
s07655-2626-10-27-14-34n.hea.csv,14:34:47 27/10/2626,15:15:47 01/11/2626,7242,732,37212
s07655-2626-11-01-17-07n.hea.csv,17:07:47 01/11/2626,15:30:47 02/11/2626,1344,136,44565
s07655-2626-11-02-17-33n.hea.csv,17:33:47 02/11/2626,13:51:47 10/11/2626,11299,1116,46031
s07655-2626-11-10-15-54n.hea.csv,15:54:47 10/11/2626,15:54:47 10/11/2626,1,4,57452
s07681-3238-07-16-21-29n.hea.csv,21:29:42 16/07/3238,10:07:42 17/07/3238,759,84,16086
